epoch,dice_mean,learning_rate,loss,val_dice_mean,val_loss
32,0.8350138068199158,3.12499992105586e-06,0.1649862378835678,0.7180609703063965,0.2819388508796692
33,0.8396371603012085,3.12499992105586e-06,0.16036337614059448,0.7174264788627625,0.28257375955581665
34,0.8411356210708618,3.12499992105586e-06,0.15886515378952026,0.718114972114563,0.28188520669937134
35,0.8392824530601501,3.12499992105586e-06,0.16071730852127075,0.7202785015106201,0.27972137928009033
36,0.8388262987136841,1.56249996052793e-06,0.16117390990257263,0.7207830548286438,0.2792169749736786
37,0.8385459780693054,1.56249996052793e-06,0.16145417094230652,0.7218000292778015,0.27820003032684326
38,0.8383689522743225,1.56249996052793e-06,0.16163082420825958,0.7222225666046143,0.27777722477912903
39,0.8445141315460205,1.56249996052793e-06,0.1554844081401825,0.721015214920044,0.27898475527763367
40,0.845861554145813,1.56249996052793e-06,0.15413890779018402,0.7208595871925354,0.2791403830051422
41,0.8419931530952454,1.56249996052793e-06,0.15800687670707703,0.721799910068512,0.27820003032684326
42,0.8412906527519226,9.999999974752427e-07,0.15870898962020874,0.722821831703186,0.27717822790145874
43,0.843788206577301,9.999999974752427e-07,0.1562114953994751,0.7226175665855408,0.27738234400749207
44,0.8450513482093811,9.999999974752427e-07,0.15494918823242188,0.7227413058280945,0.27725890278816223
45,0.845365583896637,9.999999974752427e-07,0.15463463962078094,0.7233773469924927,0.2766225337982178
46,0.845090925693512,9.999999974752427e-07,0.1549094170331955,0.7229436039924622,0.277056485414505
47,0.8466432094573975,9.999999974752427e-07,0.1533568948507309,0.7227466106414795,0.27725332975387573
48,0.8492305278778076,9.999999974752427e-07,0.15076911449432373,0.7234893441200256,0.27651074528694153
49,0.8468334674835205,9.999999974752427e-07,0.15316645801067352,0.7234362363815308,0.2765638828277588
50,0.8517350554466248,9.999999974752427e-07,0.1482652723789215,0.7231490015983582,0.2768511176109314
51,0.8500565886497498,9.999999974752427e-07,0.1499435305595398,0.7236855030059814,0.2763144075870514
52,0.8494066596031189,9.999999974752427e-07,0.15059369802474976,0.7229515314102173,0.2770482301712036
53,0.8467492461204529,9.999999974752427e-07,0.1532510221004486,0.7234755754470825,0.27652427554130554
54,0.8480141162872314,9.999999974752427e-07,0.15198545157909393,0.7232876420021057,0.2767123579978943
55,0.8489674925804138,9.999999974752427e-07,0.1510327011346817,0.724141001701355,0.27585920691490173
56,0.8517959117889404,9.999999974752427e-07,0.14820413291454315,0.7238277196884155,0.2761725187301636
57,0.8478392958641052,9.999999974752427e-07,0.15216052532196045,0.7238888740539551,0.2761109173297882
58,0.8504692316055298,9.999999974752427e-07,0.14953024685382843,0.7235928177833557,0.2764069736003876
59,0.8511947393417358,9.999999974752427e-07,0.14880594611167908,0.7242027521133423,0.27579665184020996
60,0.8523473143577576,9.999999974752427e-07,0.14765310287475586,0.7238307595252991,0.27616941928863525
61,0.8469523191452026,9.999999974752427e-07,0.15304791927337646,0.7240887880325317,0.27591097354888916
62,0.8501995801925659,9.999999974752427e-07,0.14979985356330872,0.7238787412643433,0.2761214077472687
63,0.8503743410110474,9.999999974752427e-07,0.1496252715587616,0.7242475748062134,0.27575239539146423
64,0.8490923643112183,9.999999974752427e-07,0.15090802311897278,0.7239315509796143,0.27606844902038574
65,0.8505399227142334,9.999999974752427e-07,0.14945946633815765,0.7239974737167358,0.276001900434494
66,0.8499664068222046,9.999999974752427e-07,0.15003325045108795,0.7242020964622498,0.27579814195632935
67,0.8514342904090881,9.999999974752427e-07,0.14856559038162231,0.7241299152374268,0.27587032318115234
68,0.851716160774231,9.999999974752427e-07,0.14828398823738098,0.7238770127296448,0.2761228680610657
69,0.8543224930763245,9.999999974752427e-07,0.1456768959760666,0.7242457270622253,0.2757542133331299
70,0.8518380522727966,9.999999974752427e-07,0.1481620967388153,0.7239989638328552,0.2760013937950134
71,0.8544605374336243,9.999999974752427e-07,0.14553995430469513,0.724876344203949,0.27512356638908386
72,0.8528284430503845,9.999999974752427e-07,0.14717154204845428,0.7247234582901001,0.2752762734889984
73,0.8536474704742432,9.999999974752427e-07,0.14635270833969116,0.72458416223526,0.2754155099391937
74,0.8555540442466736,9.999999974752427e-07,0.14444586634635925,0.7239627838134766,0.27603739500045776
